Date,Title,Numac,Link FR,Link NL
2/11/2020,"SERVICE PUBLIC FEDERAL FINANCES
11 DECEMBRE 2019. - Arrêté royal modifiant, en matière de précompte professionnel, l'AR/CIR 92. - Erratum, p. 7497.",2020030083,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-02-11&caller=list&numac=2020030083,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-02-11&caller=list&numac=2020030083
2/13/2020,"SERVICE PUBLIC FEDERAL FINANCES
ADMINISTRATION GENERALE EXPERTISE ET SUPPORT STRATEGIQUES SERVICE REGLEMENTATION
Avis relatif à l'indexation automatique en matière d'impôts sur les revenus. - Exercice d'imposition 2020 - Remplacement, p. 7873.",2020030053,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-02-13&caller=list&numac=2020030053,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-02-13&caller=list&numac=2020030053
2/13/2020,"SERVICE PUBLIC FEDERAL FINANCES
ADMINISTRATION GENERALE EXPERTISE ET SUPPORT STRATEGIQUES SERVICE REGLEMENTATION
Avis relatif à l'indexation automatique en matière d'impôts sur les revenus. - Exercice d'imposition 2021, p. 7891.",2020030054,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-02-13&caller=list&numac=2020030054,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-02-13&caller=list&numac=2020030054
2/14/2020,"SERVICE PUBLIC FEDERAL STRATEGIE ET APPUI
Sélection comparative de Collaborateurs fiscalité internationale juniors (m/f/x), (niveau A1), francophones, pour le SPF Finances. - Numéro de sélection : AFG20033, p. 9153.",2020200843,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-02-14&caller=list&numac=2020200843,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-02-14&caller=list&numac=2020200843
2/17/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
11 FEVRIER 2020. - Arrêté ministériel établissant les modèles de la demande du certificat et du certificat visés à l'article 442bis du Code des impôts sur les revenus 1992 tel que d'application au précompte immobilier, p. 9273.",2020040323,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-02-17&caller=list&numac=2020040323,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-02-17&caller=list&numac=2020040323
2/21/2020,"SERVICE PUBLIC FEDERAL FINANCES
17 FEVRIER 2020. - Arrêté royal modifiant, en ce qui concerne les avantages de toute nature, l'AR/CIR 92 en cas d'un prêt consenti sans intérêt ou à un taux d'intérêt réduit, p. 10241.",2020040391,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-02-21&caller=list&numac=2020040391,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-02-21&caller=list&numac=2020040391
3/3/2020,"SERVICE PUBLIC FEDERAL ECONOMIE, P.M.E., CLASSES MOYENNES ET ENERGIE
22 FEVRIER 2020. - Loi modifiant la loi du 17 mars 2019 relative aux professions d'expert-comptable et de conseiller fiscal en ce qui concerne l'Institut des Conseillers fiscaux et des Experts-Comptables, p. 13034.",2020020427,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-03&caller=list&numac=2020020427,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-03&caller=list&numac=2020020427
3/3/2020,"SERVICE PUBLIC FEDERAL FINANCES
17 FEVRIER 2020. - Arrêté royal modifiant, en ce qui concerne les avantages de toute nature, l'AR/CIR 92 en cas d'un prêt consenti sans intérêt ou à un taux d'intérêt réduit. - Erratum, p. 13035.",2020040469,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-03&caller=list&numac=2020040469,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-03&caller=list&numac=2020040469
3/6/2020,"SERVICE PUBLIC FEDERAL INTERIEUR
30 JUILLET 2018. - Loi portant des dispositions diverses en matière de taxe sur la valeur ajoutée. - Traduction allemande, p. 13710.",2020040436,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-06&caller=list&numac=2020040436,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-06&caller=list&numac=2020040436
3/6/2020,"SERVICE PUBLIC FEDERAL INTERIEUR
14 OCTOBRE 2018. - Loi modifiant le Code de la taxe sur la valeur ajoutée en ce qui concerne la taxation optionnelle en matière de location de biens immeubles par nature et modifiant l'arrêté royal n°  20, du 20 juillet 1970, fixant les taux de la taxe sur la valeur ajoutée et déterminant la répartition des biens et des services selon ces taux en ce qui concerne le taux de T.V.A. réduit en matière de location taxée de biens immeubles par nature. - Traduction allemande, p. 13714.",2020040434,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-06&caller=list&numac=2020040434,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-06&caller=list&numac=2020040434
3/6/2020,"SERVICE PUBLIC FEDERAL INTERIEUR
26 NOVEMBRE 2018. - Loi modifiant le Code de la taxe sur la valeur ajoutée en ce qui concerne l'automatisation du titre exécutoire en matière de taxe sur la valeur ajoutée. - Traduction allemande, p. 13717.",2020040438,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-06&caller=list&numac=2020040438,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-06&caller=list&numac=2020040438
3/6/2020,"SERVICE PUBLIC FEDERAL INTERIEUR
11 FEVRIER 2019. - Loi modifiant le Code de la taxe sur la valeur ajoutée en ce qui concerne le traitement des bons et les régimes particuliers applicables aux services de télécommunication, de radiodiffusion et de télévision ou aux services électroniques fournis à des personnes non assujetties. - Traduction allemande, p. 13721.",2020040437,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-06&caller=list&numac=2020040437,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-06&caller=list&numac=2020040437
3/6/2020,"SERVICE PUBLIC FEDERAL FINANCES
17 MARS 2019. - Arrêté royal modifiant, en ce qui concerne les avantages de toute nature, l'AR/CIR 92 en cas d'un prêt consenti sans intérêt ou à un taux d'intérêt réduit. - Traduction allemande, p. 13763.",2020020270,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-06&caller=list&numac=2020020270,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-06&caller=list&numac=2020020270
3/6/2020,"SERVICE PUBLIC FEDERAL FINANCES
23 MARS 2019. - Arrêté royal portant exécution de l'article 21, alinéa 4, du Code des impôts sur les revenus 1992. - Traduction allemande, p. 13765.",2020020271,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-06&caller=list&numac=2020020271,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-06&caller=list&numac=2020020271
3/10/2020,"SERVICE PUBLIC FEDERAL FINANCES
11 FEVRIER 2019. - Loi portant des dispositions fiscales, de lutte contre la fraude, financières et diverses. - Erratum, p. 14639.",2020020495,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-10&caller=list&numac=2020020495,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-10&caller=list&numac=2020020495
3/12/2020,"SERVICE PUBLIC FEDERAL FINANCES
21 FEVRIER 2020. - Loi introduisant diverses dispositions fiscales transitoires en ce qui concerne le retrait du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord de l'Union européenne, p. 14923.",2020020502,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-12&caller=list&numac=2020020502,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-12&caller=list&numac=2020020502
3/13/2020,"REGION DE BRUXELLES-CAPITALE
5 MARS 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale modifiant l'arrêté royal du 8 juillet 1970 portant règlement général des taxes assimilées aux impôts sur les revenus dans le cadre de la reprise du service de la taxe de circulation sur les véhicules automobiles et de la taxe de mise en circulation par la Région de Bruxelles-Capitale, p. 15089.",2020020547,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-13&caller=list&numac=2020020547,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-13&caller=list&numac=2020020547
3/20/2020,"REGION DE BRUXELLES-CAPITALE
Appel à candidature (h/f/x). - Vacance d'emploi de Directeur{bullet}trice général{bullet}e adjoint{bullet}e (A4+) au sein du Service Public Régional de Bruxelles Fiscalité dans le rôle linguistique francophone, p. 16556.",2020020301,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-20&caller=list&numac=2020020301,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-20&caller=list&numac=2020020301
3/20/2020,"REGION DE BRUXELLES-CAPITALE
Région de Bruxelles-Capitale. - Appel à candidature (h/f/x). - Vacance d'emploi de directeur{bullet}trice chef de service (A4) Back Office au sein du Service public régional Bruxelles fiscalité dans le rôle linguistique francophone, p. 16560.",2020040380,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-20&caller=list&numac=2020040380,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-20&caller=list&numac=2020040380
3/23/2020,"SERVICE PUBLIC FEDERAL FINANCES
15 MARS 2020. - Arrêté royal modifiant, en ce qui concerne le coefficient de revalorisation pour les revenus cadastraux, l'AR/CIR 92, p. 16628.",2020040601,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-03-23&caller=list&numac=2020040601,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-03-23&caller=list&numac=2020040601
4/2/2020,"SERVICE PUBLIC FEDERAL FINANCES
27 MARS 2020. - Arrêté royal déterminant le modèle de formulaire de déclaration en matière d'impôt des personnes physiques pour l'exercice d'imposition 2020, p. 24166.",2020040752,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-02&caller=list&numac=2020040752,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-02&caller=list&numac=2020040752
4/3/2020,"SERVICE PUBLIC FEDERAL FINANCES
27 MARS 2020. - Arrêté royal actualisant l'AR/CIR 92 en matière de précompte mobilier, p. 24386.",2020040888,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-03&caller=list&numac=2020040888,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-03&caller=list&numac=2020040888
4/3/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
26 MARS 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale exécutant les articles 24 à 26 de l'ordonnance du 21 décembre 2012 établissant la procédure fiscale en Région de Bruxelles-Capitale, p. 24487.",2020030433,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-03&caller=list&numac=2020030433,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-03&caller=list&numac=2020030433
4/3/2020,"REGION DE BRUXELLES-CAPITALE
26 MARS 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale exécutant les articles 24 à 26 de l'ordonnance du 21 décembre 2012 établissant la procédure fiscale en Région de Bruxelles-Capitale en ce qui concerne les personnes visées à l'article 27/1 de la même ordonnance, p. 24492.",2020030434,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-03&caller=list&numac=2020030434,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-03&caller=list&numac=2020030434
4/3/2020,"REGION DE BRUXELLES-CAPITALE
26 MARS 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale exécutant les articles 433 à 435 du Code des impôts sur les revenus 1992 en ce qui concerne les personnes visées à l'article 439 du même Code, p. 24497.",2020030436,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-03&caller=list&numac=2020030436,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-03&caller=list&numac=2020030436
4/3/2020,"REGION DE BRUXELLES-CAPITALE
26 MARS 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale exécutant les articles 69 à 71 de l'ordonnance du 6 mars 2019 relative au Code Bruxellois de procédure fiscale, p. 24502.",2020030437,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-03&caller=list&numac=2020030437,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-03&caller=list&numac=2020030437
4/7/2020,"FR

NL

DE

 Image du sommaire du 2020-04-07
Image de la publication




LOIS, DECRETS, ORDONNANCES ET REGLEMENTS
SERVICE PUBLIC FEDERAL AFFAIRES ETRANGERES, COMMERCE EXTERIEUR ET COOPERATION AU DEVELOPPEMENT
11 SEPTEMBRE 2015. - Loi portant assentiment au Protocole, fait à Bruxelles le 19 janvier 2010, modifiant la Convention entre le Royaume de Belgique et l'État de Malte tendant à éviter la double imposition et à prévenir l'évasion fiscale, et le Protocole, signés à Bruxelles le 28 juin 1974, tels que modifiés par la Convention additionnelle signée à Bruxelles le 23 juin 1993, p. 24790.",2018014264,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-07&caller=list&numac=2018014264,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-07&caller=list&numac=2018014264
4/7/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
26 MARS 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale exécutant les articles 433 à 435 du Code des impôts sur les revenus 1992, p. 24860.",2020030435,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-07&caller=list&numac=2020030435,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-07&caller=list&numac=2020030435
4/7/2020,"REGION DE BRUXELLES-CAPITALE
26 MARS 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale exécutant les articles 69 à 71 de l'ordonnance du 6 mars 2019 relative au Code Bruxellois de procédure fiscale en ce qui concerne les personnes visées à l'article 75, alinéa 1er, de la même ordonnance, p. 24865.",2020030438,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-07&caller=list&numac=2020030438,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-07&caller=list&numac=2020030438
4/14/2020,"SERVICE PUBLIC FEDERAL JUSTICE
3 AVRIL 2020. - Arrêté ministériel visant à désigner le service visé à l'article 29bis du Code d'instruction criminelle qui est chargé de recevoir du procureur du Roi les dénonciations d'indices de fraude fiscale recueillis dans le cadre d'une enquête pénale, p. 26037.",2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020771
4/14/2020,"SERVICE PUBLIC FEDERAL JUSTICE
3 AVRIL 2020. - Arrêté ministériel visant à désigner le service visé à l'article 29bis du Code d'instruction criminelle qui est chargé de recevoir du procureur du Roi les dénonciations d'indices de fraude fiscale recueillis dans le cadre d'une enquête pénale, p. 26037.",2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020771
4/14/2020,"SERVICE PUBLIC DE WALLONIE
8 AVRIL 2020. - Arrêté ministériel portant exécution de l'arrêté du Gouvernement wallon du 20 mars 2020 relatif à l'octroi d'indemnités compensatoires dans le cadre des mesures contre le coronavirus COVID-19, p. 26056.",2020020818,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020818,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020818
4/14/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
7 AVRIL 2020. - Arrêté du Ministre-Président de la Région de Bruxelles-Capitale prolongeant l'interdiction des visites dans les maisons de repos, les maisons de repos et de soins dans le cadre de mesures d'urgence pour limiter la propagation du Coronavirus  Covid-19, p. 26063.",2020020780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020780
4/14/2020,"SERVICE PUBLIC FEDERAL JUSTICE
3 AVRIL 2020. - Arrêté ministériel visant à désigner le service visé à l'article 29bis du Code d'instruction criminelle qui est chargé de recevoir du procureur du Roi les dénonciations d'indices de fraude fiscale recueillis dans le cadre d'une enquête pénale, p. 26037.",2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020771
4/14/2020,"SERVICE PUBLIC DE WALLONIE
8 AVRIL 2020. - Arrêté ministériel portant exécution de l'arrêté du Gouvernement wallon du 20 mars 2020 relatif à l'octroi d'indemnités compensatoires dans le cadre des mesures contre le coronavirus COVID-19, p. 26056.",2020020818,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020818,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020818
4/14/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
7 AVRIL 2020. - Arrêté du Ministre-Président de la Région de Bruxelles-Capitale prolongeant l'interdiction des visites dans les maisons de repos, les maisons de repos et de soins dans le cadre de mesures d'urgence pour limiter la propagation du Coronavirus  Covid-19, p. 26063.",2020020780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020780
4/14/2020,"SERVICE PUBLIC FEDERAL JUSTICE
3 AVRIL 2020. - Arrêté ministériel visant à désigner le service visé à l'article 29bis du Code d'instruction criminelle qui est chargé de recevoir du procureur du Roi les dénonciations d'indices de fraude fiscale recueillis dans le cadre d'une enquête pénale, p. 26037.",2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020771,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020771
4/14/2020,"SERVICE PUBLIC DE WALLONIE
8 AVRIL 2020. - Arrêté ministériel portant exécution de l'arrêté du Gouvernement wallon du 20 mars 2020 relatif à l'octroi d'indemnités compensatoires dans le cadre des mesures contre le coronavirus COVID-19, p. 26056.",2020020818,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020818,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020818
4/14/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
7 AVRIL 2020. - Arrêté du Ministre-Président de la Région de Bruxelles-Capitale prolongeant l'interdiction des visites dans les maisons de repos, les maisons de repos et de soins dans le cadre de mesures d'urgence pour limiter la propagation du Coronavirus  Covid-19, p. 26063.",2020020780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-14&caller=list&numac=2020020780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-14&caller=list&numac=2020020780
4/15/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
6 AVRIL 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale de pouvoirs spéciaux n°  2020/003 relatif au fonctionnement des organes communaux dans le cadre de la crise sanitaire COVID-19, p. 26147.",2020020827,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-15&caller=list&numac=2020020827,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-15&caller=list&numac=2020020827
4/15/2020,"GOUVERNEMENTS DE COMMUNAUTE ET DE REGION
COMMUNAUTE FLAMANDE
AUTORITE FLAMANDE
3 AVRIL 2020. - Arrêté du Gouvernement flamand instaurant certaines mesures temporaires dans le secteur politique de la culture dans le cadre de l'urgence civile en matière de santé publique en raison du coronavirus COVID-19, p. 26240.",2020030634,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-15&caller=list&numac=2020030634,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-15&caller=list&numac=2020030634
4/15/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
6 AVRIL 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale de pouvoirs spéciaux n°  2020/003 relatif au fonctionnement des organes communaux dans le cadre de la crise sanitaire COVID-19, p. 26147.",2020020827,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-04-15&caller=list&numac=2020020827,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-04-15&caller=list&numac=2020020827
